'bout	baʊt
ackerman	ˈæk.ɚ.mən
ackermann	ˈæk.ɚ.mən
ackermanville	ˈæk.ɚ.mən.vɪl
ackerson	ˈæk.ɚ.sən
ackert	ˈæk.ɚt
ackhouse	ˈækˌhaʊs
ackland	ˈæk.lənd
ackles	ˈæk.əlz
ackley	ˈæk.li
acklin	ˈæk.lɪn
ackman	ˈæk.mən
acknowledge	ækˈnɑ.lɪdʒ
acknowledgeable	ækˈnɑ.lɪ.dʒə.bəl
acknowledged	ækˈnɑ.lɪdʒd
acknowledgement	ækˈnɑ.lɪdʒ.mənt
acknowledgements	ækˈnɑ.lɪdʒ.mənts
acknowledges	ækˈnɑ.lɪ.dʒɪz
acknowledging	ækˈnɑ.lɪ.dʒɪŋ
acknowledgment	ækˈnɑ.lɪdʒ.mənt
acknowledgments	ækˈnɑ.lɪdʒ.mənts
ackroyd	ˈækˌɹɔɪd
ackroyd's	ˈækˌɹɔɪdz
acm	ˌeɪˌsiˈɛm
acmat	ˈæk.mæt
acmat's	ˈæk.mæts
acme	ˈæk.mi
acme's	ˈæk.miz
acne	ˈæk.ni
acocella	ɑ.koʊˈtʃɛl.ə
acoff	ˈæk.ɔf
acog	əˈkɔɡ
acolyte	ˈæk.əˌlaɪt
acolytes	ˈæk.əˌlaɪts
acomb	ˈeɪ.kəm|ˈjæk.əm
acord	əˈkɔɹd
acordia	əˈkɔɹ.di.ə
acorn	ˈeɪ.kɔɹn
acorn's	ˈeɪ.kɔɹnz
acorns	ˈeɪ.kɔɹnz
acosta	əˈkɔ.stə
acott	ˈeɪ.kɔt
acoustic	əˈku.stɪk
acoustical	əˈku.stɪ.kəl
acoustically	əˈku.stɪ.kli
acoustics	əˈku.stɪks
acquaint	əˈkweɪnt
acquaintance	əˈkweɪn.təns
acquaintances	əˈkweɪn.tən.sɪz
acquaintanceship	əˈkweɪn.təns.ʃɪp
acquainted	əˈkweɪn.tɪd|əˈkweɪ.nɪd
acquaviva	ɑ.kwɑˈvi.və
acquiesce	ˌæ.kwiˈɛs
acquiesced	ˌæ.kwiˈɛst
acquiescence	ˌæ.kwiˈɛs.əns
acquiescent	ˌæ.kwiˈɛs.ənt
acquiescing	ˌæ.kwiˈɛs.ɪŋ
acquire	əˈkwaɪ.ɚ
acquired	əˈkwaɪ.ɚd
acquirer	əˈkwaɪ.ɚ.ɚ
acquirer's	əˈkwaɪ.ɚ.ɚz
acquirers	əˈkwaɪ.ɚ.ɚz
acquires	əˈkwaɪ.ɚz
acquiring	əˈkwaɪ.ɹɪŋ|əˈkwaɪ.ɚ.ɪŋ
acquisition	ˌæ.kwəˈzɪʃ.ən
acquisition's	ˌæ.kwəˈzɪʃ.ənz
acquisitions	ˌæ.kwəˈzɪʃ.ənz
acquisitive	əˈkwɪz.ə.tɪv
acquit	əˈkwɪt
acquitaine	ˈæk.wɪˌteɪn
acquits	əˈkwɪts
acquittal	əˈkwɪt.əl
acquittals	əˈkwɪt.əlz
acquitted	əˈkwɪt.ɪd
acquitting	əˈkwɪt.ɪŋ
acre	ˈeɪ.kɚ
acreage	ˈeɪ.kɚ.ɪdʒ|ˈeɪ.kɹədʒ
acree	əˈkɹi
acres	ˈeɪ.kɚz
acrey	ˈæk.ɹi
acri	ˈɑ.kɹi
acrid	ˈæk.ɹɪd
acrimonious	ˌæ.kɹəˈmoʊ.ni.əs
acrimony	ˈæk.ɹɪˌmoʊ.ni
acro	ˈæk.ɹoʊ
acrobat	ˈæk.ɹəˌbæt
acrobatic	ˌæ.kɹəˈbæt.ɪk
acrobatics	ˌæ.kɹəˈbæt.ɪks
acrobats	ˈæk.ɹəˌbæts
acrolein	ˈæk.ɹoʊˌlin
acronym	ˈæk.ɹə.nɪm
acronyms	ˈæk.ɹə.nɪmz
acropolis	əˈkɹɑ.pə.ləs
across	əˈkɹɔs
acrylic	əˈkɹɪl.ɪk
acrylics	əˈkɹɪl.ɪks
act	ækt
act's	ækts
acta	ˈæk.tɑ
actava	ˌækˈtɑ.və
actava's	ˌækˈtɑ.vəz
actavas	ˌækˈtɑ.vəz
acted	ˈæk.tɪd
actel	ˈæk.tɛl
actigall	ˈæk.tɪ.ɡɔl
actin	ˈæk.tən
acting	ˈæk.tɪŋ
actinide	ˈæk.tɪˌnaɪd
actinidia	ˌæk.tɪˈnɪd.i.ə
actinomycosis	ˌækˌtɪ.noʊˌmaɪˈkoʊ.sɪs
action	ˈæk.ʃən
action's	ˈæk.ʃənz
actionable	ˈæk.ʃə.nə.bəl
actions	ˈæk.ʃənz
activase	ˈæk.tɪˌveɪz
activate	ˈæk.təˌveɪt
activated	ˈæk.təˌveɪ.tɪd
activates	ˈæk.təˌveɪts
activating	ˈæk.təˌveɪ.tɪŋ
activation	ˌæk.təˈveɪ.ʃən
activator	ˈæk.təˌveɪ.tɚ
active	ˈæk.tɪv
active's	ˈæk.tɪvz
actively	ˈæk.tɪv.li
actives	ˈæk.tɪvz
activision	ˈæk.tɪˌvɪ.ʒən
activism	ˈæk.tɪˌvɪ.zəm
activist	ˈæk.tə.vəst|ˈæk.tɪ.vɪst
activists	ˈæk.tə.vəsts|ˈæk.tɪ.vɪsts
activists'	ˈæk.tɪ.vɪsts
activities	ækˈtɪv.ə.tiz|ækˈtɪv.ɪ.tiz
activity	ækˈtɪv.ə.ti|ækˈtɪv.ɪ.ti
actmedia	æktˈmi.di.ə
actodine	ˈæk.toʊˌdaɪn
acton	ˈæk.tən
actor	ˈæk.tɚ
actor's	ˈæk.tɚz
actors	ˈæk.tɚz
actors'	ˈæk.tɚz
actress	ˈæk.tɹəs
actress's	ˈæk.tɹə.sɪz
actresses	ˈæk.tɹə.sɪz
acts	ækts|æks
actual	ˈæk.tʃə.wəl|ˈæk.ʃəl
actuality	ˌæk.tʃuˈæl.əˌti
actualize	ˈækˌtʃu.əˌlaɪz
actually	ˈækˌtʃu.ə.li|ˈæktʃ.li|ˈæk.ʃə.li
actuarial	ˌækˌtʃuˈɛɹ.i.əl
actuaries	ˈækˌtʃuˈɛɹˌiz
actuary	ˈæk.tʃuˈɛɹˌi
actuate	ˈækˌtʃuˈeɪt
actuator	ˈæk.tjuˌeɪ.tɚ|ˈæk.tʃuˌeɪ.tɚ
actuators	ˈæk.tjuˌeɪ.tɚz|ˈæk.tʃuˌeɪ.tɚz
actus	ˈæk.təs
acuff	əˈkʌf
acuity	əˈkju.ə.ti
acumen	əˈkju.mən
acuna	ɑˈku.nə
acupuncture	ˈæk.juˌpʌŋk.tʃɚ
acura	ˈæk.jɚ.ə
acura's	ˈæk.jɚ.əz
acuras	ˈæk.jɚ.əz
acuson	ˌæˈkju.sən
acustar	ˈæk.juˌstɑɹ
acusyst	ˈæk.ju.sɪst
acute	əˈkjut
acutely	əˈkjut.li
acuteness	əˈkjut.nəs
acyclovir	əˈsɪk.loʊˌvɪɹ
ad	æd
ad's	ædz
ad-hoc	ˈædˈhɑk
ad-lib	ˈædˈlɪb
ad-nauseam	ˈædˈnɔ.zi.ɑm
ad-nauseum	ˈædˈnɔ.zi.əm
ada	ˈeɪ.də
ada's	ˈeɪ.dəz
adabel	ˈæd.ə.bɛl
adabelle	ˈæd.ə.bəl
adachi	ɑˈdɑ.ki
adage	ˈæd.ədʒ|ˈæd.ɪdʒ
adagio	əˈdɑ.ʒiˌoʊ
adah	ˈæd.ɑ
adair	əˈdɛɹ
adaire	ɑˈdɛɹ
adak	əˈdæk
adalah	ɑˈdɑ.lə
adalia	ɑˈdɑ.li.ə
adam	ˈæd.əm
adam's	ˈæd.əmz
adamant	ˈæd.ə.mənt
adamantly	ˈæd.ə.mənt.li
adamcik	ˈɑ.dəm.tʃɪk
adamczak	ˈɑ.dəm.tʃæk
adamczyk	ˈɑ.dəm.tʃɪk
adame	ɑˈdɑ.mi
adamec	əˈdɑ.mɪk
adamek	əˈdɑ.mɛk
adames	əˈdeɪmz
adami	ɑˈdɑ.mi
adamik	əˈdɑ.mɪk
adamina	ɑ.dɑˈmi.nə
adamkus	ˈæd.əm.kəs
adamo	ɑˈdɑ.moʊ
adamowicz	əˈdɑ.mə.vɪtʃ
adams	ˈæd.əmz
adams'	ˈæd.əmz
adams's	ˈæd.əm.zɪz
adamski	əˈdæmˌski
adamson	ˈæd.əm.sən
adamstown	ˈæd.əmˌstaʊn
adan	ˈeɪ.dən
adapso	əˈdæp.soʊ
adapt	əˈdæpt
adaptability	əˌdæp.təˈbɪl.ə.ti
adaptable	əˈdæp.tə.bəl
adaptaplex	əˈdæp.təˌplɛks
adaptation	ˌæ.dəpˈteɪ.ʃən
adaptations	ˌæ.dæpˈteɪ.ʃənz|ˌæ.dəpˈteɪ.ʃənz
adaptec	əˈdæpˌtɛk
adaptec's	əˈdæpˌtɛks
adapted	əˈdæp.tɪd
adapter	əˈdæp.tɚ
adapters	əˈdæp.tɚz
adapting	əˈdæp.tɪŋ
adaptive	əˈdæp.tɪv
adaptor	əˈdæp.tɚ
adaptors	əˈdæp.tɚz
adapts	əˈdæpts
adar	əˈdɑɹ
adarand	ˈæd.əˌɹænd
adare	əˈdɛɹ
adas	ˈeɪ.dəz
aday	əˈdeɪ
adaza	əˈdɑ.zə
adblock	ˈædˌblɑk
adcock	ədˈkɑk
adcox	ədˈkɑks
add	æd
addair	əˈdɛɹ
addams	ˈæd.əmz
added	ˈæd.əd|ˈæd.ɪd
addendum	əˈdɛn.dəm
addendums	əˈdɛn.dəmz
addeo	ˈɑ.di.oʊ
adder	ˈæd.ɚ
adderley	əˈdɝ.li
addicks	ˈæd.ɪks
addict	əˈdɪkt|ˈædˌɪkt
addicted	əˈdɪk.tɪd
addicting	əˈdɪk.tɪŋ
addiction	əˈdɪk.ʃən
addictions	əˈdɪk.ʃənz
addictive	əˈdɪk.tɪv
addicts	əˈdɪkts|ˈædˌɪkts
addidas	əˈdi.dəs
addidas'	əˈdi.dəs
addidas's	əˈdi.də.sɪz
addidases	əˈdi.də.sɪz
addie	ˈæd.i
adding	ˈæd.ɪŋ
addington	ˈæd.ɪŋ.tən
addis	ˈɑ.dɪs
addis-ababa	ˈɑ.dɪ.səˈbɑ.bɑ|ˈɑ.di.səˈbɑ.bɑ
addison	ˈæd.ə.sən|ˈæd.ɪ.sən
addison's	ˈæd.ɪ.sənz
addition	əˈdɪʃ.ən
additional	əˈdɪʃ.ə.nəl|əˈdɪʃ.nəl
additionally	əˈdɪʃ.əˌnʌ.li|əˈdɪʃ.nə.li
additions	əˈdɪʃ.ənz
additive	ˈæd.ə.tɪv|ˈæd.ɪ.tɪv
additives	ˈæd.ə.tɪvz|ˈæd.ɪ.tɪvz
addle	ˈæd.əl
addled	ˈæd.əld
addleman	ˈæd.əl.mən
address	ˈædˌɹɛs|əˈdɹɛs
addressable	əˈdɹɛs.ə.bəl
addressed	əˈdɹɛst
addressee	ˌæ.dɹɛˈsi
addresses	ˈædˈɹɛs.ɪz|əˈdɹɛs.ɪz
addressing	əˈdɹɛs.ɪŋ
adds	ædz
adduci	ɑˈdu.tʃi
adduct	ˈæd.əkt
addwest	ˌæˈdwɛst
addy	ˈæd.i
addyston	ˈæd.i.stən
ade	eɪd
adee	əˈdi
adel	əˈdɛl
adela	əˈdɛl.ə
adelaar	ˈæd.əˌlɑɹ
adelaide	ˈæd.əˌleɪd
adelanto	æ.dəˈlɑn.toʊ
adelbert	əˈdɛl.bɚt
adele	əˈdɛl
adele's	əˈdɛlz
adeline	ˈæd.əˌlaɪn
adelizzi	ˌæ.dəˈli.zi
adell	əˈdɛl
adell's	əˈdɛlz
adelle	əˈdɛl
adelman	ˈæd.əl.mən|ˈɛd.əl.mən
adelmann	ˈæd.əl.mən
adelpha	əˈdɛl.fə
adelphi	əˈdɛl.fi
adelphia	əˈdɛl.fi.ə
adelphia's	əˈdɛl.fi.əz
adelsberger	ˈæd.ɪlz.bɚ.ɡɚ
adelson	ˈæd.əl.sən
adelstein	ˈæd.əl.staɪn|ˈæd.əl.stin
aden	ˈeɪ.dən
adena	ˈæd.ɪ.nə
adenauer	ˈeɪ.dəˌnaʊɹ|ˈæd.əˌnaʊɹ
adenine	ˈæd.əˌnin
adenoid	ˈæd.əˌnɔɪd
adenoids	ˈæd.əˌnɔɪdz
adenoscan	əˈdɛn.əˌskæn
adenosine	əˈdɛn.əˌsin
adenovirus	əˈdɛn.əˌvaɪ.ɹəs
adept	əˈdɛpt
adequacy	ˈæd.ə.kwə.si
adequate	ˈæd.ə.kwət|ˈæd.əˌkweɪt
adequately	ˈæd.ə.kwət.li|ˈæd.ə.kwɪt.li
ader	ˈeɪ.dɚ
aderhold	ˈæd.ɚ.hoʊld
aderholt	ˈæd.ɚ.hoʊlt
aderman	ˈæd.ɚ.mən
ades	eɪdz
adey	ˈeɪ.di
adger	ˈædʒ.ɚ
adham	ˈæd.hæm
adhd	ˌeɪˌdiˌeɪtʃˈdi
adhere	ədˈhɪɹ
adhered	ædˈhɪɹd
adherence	ədˈhɪɹ.əns
adherent	ədˈhɪɹ.ənt
adherents	ædˈhɪɹ.ənts
adheres	ədˈhɪɹz
adhering	ədˈhɪɹ.ɪŋ
adhesion	ædˈhi.ʒən
adhesive	ædˈhi.sɪv|ədˈhi.sɪv
adhesives	ædˈhi.sɪvz|ədˈhi.sɪvz
adia	ˈɑ.di.ə
adid	əˈdɪd
adidas	əˈdi.dəs
adidas's	əˈdi.də.sɪz
adieu	əˈdu
adin	əˈdɪn
adina	ɑˈdi.nə
adine	ɑˈdi.ni
adinolfi	ɑ.diˈnoʊl.fi
adios	ˌɑ.diˈoʊs
adipose	ˈæd.əˌpoʊs
adirondack	ˌæ.dɚˈɑn.dæk
adisq	əˈdɪsk|ˈeɪ.dɪsk
adjacent	əˈdʒeɪ.sənt
adjani	ædˈdʒɑ.ni
adjective	ˈædʒ.ɪk.tɪv
adjectives	ˈædʒ.ɪk.tɪvz
adjoin	əˈdʒɔɪn
adjoining	əˈdʒɔɪ.nɪŋ
adjoins	əˈdʒɔɪnz
adjourn	əˈdʒɝn
adjourned	əˈdʒɝnd
adjourning	əˈdʒɝ.nɪŋ
adjournment	əˈdʒɝn.mənt
adjourns	əˈdʒɝnz
adjudge	əˈdʒʌdʒ
adjudged	əˈdʒʌdʒd
adjudicate	əˈdʒu.dɪˌkeɪt
adjudicated	əˈdʒu.dəˌkeɪ.tɪd
adjudicating	əˈdʒu.dɪˌkeɪ.tɪŋ
adjudication	əˌdʒu.dəˈkeɪ.ʃən
adjunct	ˈædʒˌʌŋkt
adjuncts	ˈædʒˌʌŋkts
adjust	əˈdʒʌst
adjustable	əˈdʒʌs.tə.bəl
adjustables	əˈdʒʌs.tə.bəlz
adjusted	əˈdʒʌs.tɪd
adjuster	əˈdʒʌs.tɚ
adjusters	əˈdʒʌs.tɚz
adjusting	əˈdʒʌs.tɪŋ
adjustment	əˈdʒʌst.mənt
adjustments	əˈdʒʌst.mənts
adjusts	əˈdʒʌsts
adjutant	ˈædʒ.ə.tənt
adkins	ˈæd.kɪnz
adkinson	ˈæd.kɪn.sən
adkison	ˈæd.kɪ.sən
adkisson	ˈæd.kɪ.sən
adl-tabataba	ˌɑ.dəlˌtɑ.bəˈtɑ.bə
adl-tabatabai	ˌɑ.dəlˌtɑ.bəˌtʌˈbaɪ
adlai	ɑdˈlɑ.i
adler	ˈæd.lɚ
adler's	ˈæd.lɚz
adlers	ˈæd.lɚz
adley	ˈæd.li
adlon	ˈæd.lɑn
adlong	ˈæd.lɔŋ
adman	ˈæd.mən
admen	ˈæd.mən
admin	ˈæd.mɪn
administer	ədˈmɪn.ə.stɚ
administered	ədˈmɪn.ə.stɚd
administering	ædˈmɪn.ɪˌstɝ.ɪŋ
administers	ædˈmɪn.ɪ.stɚz
administrate	ædˈmɪn.ɪˌstɹeɪt
administrating	ədˈmɪn.əˌstɹeɪ.tɪŋ
administration	ædˌmɪ.nɪˈstɹeɪ.ʃən
administration's	ædˌmɪ.nɪˈstɹeɪ.ʃənz
administrations	ædˌmɪ.nɪˈstɹeɪ.ʃənz
administrations'	ædˌmɪ.nɪˈstɹeɪ.ʃənz
administrative	ədˈmɪn.əˌstɹeɪ.tɪv
administratively	ædˌmɪ.nəˈstɹeɪ.tɪv.li
administrator	ədˈmɪn.əˌstɹeɪ.tɚ
administrator's	ædˈmɪn.ɪˌstɹeɪ.tɚz
administrators	ædˈmɪn.ɪˌstɹeɪ.tɚz
administrators'	ædˈmɪn.əˌstɹeɪ.tɚz
admins	ədˈmɪnz|ˈæd.mɪnz
admira	ædˈmaɪ.ɹə
admira's	ædˈmaɪ.ɹəz
admirable	ˈæd.mɚ.ə.bəl|ˈædm.ɹə.bəl
admirably	ˈæd.mɚ.ə.bli
admiral	ˈæd.mɚ.əl
admiral's	ˈæd.mɚ.əlz
admirals	ˈæd.mɚ.əlz
admiralty	ˈæd.mɚ.əl.ti
admiration	ˌæd.mɚˈeɪ.ʃən
admirations	ˌæd.mɚˈeɪ.ʃənz
admire	ædˈmaɪɹ
admired	ədˈmaɪ.ɚd
admirer	ædˈmaɪ.ɹɚ
admirers	ədˈmaɪ.ɹɚz
admires	ædˈmaɪɹz
admiring	ædˈmaɪ.ɹɪŋ
admiringly	ædˈmaɪ.ɹɪŋ.li
admissibility	ədˌmɪ.səˈbɪl.ə.ti
admissible	ədˈmɪs.ə.bəl
admission	ædˈmɪʃ.ən|ədˈmɪʃ.ən
admissions	ædˈmɪʃ.ənz|ədˈmɪʃ.ənz
admit	ədˈmɪt
admits	ədˈmɪts
admittance	ədˈmɪt.əns
admitted	ədˈmɪt.ɪd
admittedly	ædˈmɪt.ɪd.li
admitting	ædˈmɪt.ɪŋ|ədˈmɪt.ɪŋ
admonish	ædˈmɑ.nɪʃ
admonished	ədˈmɑ.nɪʃt
admonishes	ædˈmɑ.nɪ.ʃɪz
admonishing	ædˈmɑ.nɪ.ʃɪŋ
admonishment	ædˈmɑ.nɪ.ʃmɛnt
admonition	ˌæd.məˈnɪʃ.ən
admonitions	ˌæd.məˈnɪʃ.ənz
admonitory	ˌædˈmɔ.nɪˌtɔ.ɹi
adnan	ˈæd.nən
adney	ˈæd.ni
ado	əˈdu
adobe	əˈdoʊ.bi
adobe's	əˈdoʊ.biz
adolescence	ˌæ.dəˈlɛs.əns|ˌæ.doʊˈlɛs.əns
adolescent	ˌæ.dəˈlɛs.ənt|ˌæ.doʊˈlɛs.ənt
adolescents	ˌæ.dəˈlɛs.ənts|ˌæ.doʊˈlɛs.ənts
adolf	ˈeɪ.dɑlf
adolf's	ˈeɪ.dɑlfs
adolfo	əˈdɑlˌfoʊ
adolph	ˈeɪ.dɔlf
adolpha	ɑˈdoʊl.fə
adolphson	ˈæd.oʊlf.sən
adolphus	əˈdɔl.fəs
adon	ɑˈdɔn
adonia	ɑˈdoʊ.ni.ə
adonis	əˈdɑ.nəs
adopt	əˈdɑpt
adoptable	əˈdɑp.tə.bəl
adopted	əˈdɑp.tɪd
adoptee	əˈdɑpˈti
adoptees	əˈdɑpˈtiz
adopter	əˈdɑp.tɚ
adopters	əˈdɑp.tɚz
adopting	əˈdɑp.tɪŋ
adoption	əˈdɑp.ʃən
adoptions	əˈdɑp.ʃənz
adoptive	əˈdɑp.tɪv
adopts	əˈdɑpts
ador	ɑˈdɔɹ
adora	ɑˈdɔ.ɹə
adorabelle	ˈæd.ɚ.ə.bəl
adorable	əˈdɔ.ɹə.bəl
adoration	ˌæ.dɚˈeɪ.ʃən
adore	əˈdɔɹ
adored	əˈdɔɹd
adoree	æ.dɚˈi
adorees	æ.dɚˈiz
adores	əˈdɔɹz
adoring	əˈdɔ.ɹɪŋ
adorn	əˈdɔɹn
adorna	ɑˈdɔɹ.nə
adorned	əˈdɔɹnd
adorning	əˈdɔɹ.nɪŋ
adornment	əˈdɔɹn.mənt
adorno	ɑˈdɔɹ.noʊ
adorns	əˈdɔɹnz
adra	ˈeɪ.dɹə
adragna	ɑˈdɹɑɡ.nə
adrda	ˈeɪ.dɚ.də
adrea	ˈɑ.dɹi.ə
adrenal	əˈdɹi.nəl
adrenalin	əˈdɹɛn.ə.lɪn
adrenaline	əˈdɹɛn.ə.lən
adrenergic	ə.dɹɛˈnɛɹ.dʒɪk
adria	ˈɑ.dɹi.ə
adrian	ˈeɪ.dɹi.ən
adriana	ˌeɪ.dɹiˈæn.ə
adriance	ɑˈdɹi.əns
adriano	ɑ.dɹiˈɑ.noʊ
adriatic	ˌeɪ.dɹiˈæt.ɪk
adriel	əˈdɹil
adrienne	ɑ.dɹiˈɛn
adrift	əˈdɹɪft
adroit	əˈdɹɔɪt
adroitly	əˈdɹɔɪt.li
ads	ædz
ads'	ædz
adsit	ˈæd.sɪt
adsl	ˌeɪˌdiˌɛˈsɛl
adsorption	ədˈsɔɹp.ʃən
adss	æds|ˈeɪˈdiˈɛsˈɛs
adstar	ˈæd.stɑɹ
adsteam	ˈæd.stim
adtec	ˈædˌtɛk
adulate	ˈædʒ.əˌleɪt
adulation	ˌæ.dʒəˈleɪ.ʃən
aduliadae	əˌdu.liˈɑ.deɪ
adult	əˈdʌlt|ˈæd.əlt
adulterate	əˈdʌl.tɚˌeɪt
adulterated	əˈdʌl.tɚˌeɪ.tɪd
adulterates	əˈdʌl.tɚˌeɪts
adulteration	əˌdʌl.tɚˈeɪ.ʃən
adulterer	əˈdʌl.tɚ.ɚ
adulterers	əˈdʌl.tɚ.ɚz
adulterous	əˈdʌl.tɚ.əs
adultery	əˈdʌl.tɚ.i
adulthood	əˈdʌltˌhʊd
adults	əˈdʌlts|ˈæd.əlts
adults'	əˈdʌlts|ˈæd.əlts
adusdur	ˈæd.əs.dɚ
advacare	ˈæd.vəˌkɛɹ
advalue	ˈæd.vəˌlu
advance	ədˈvæns
advance's	ədˈvæn.səz|ədˈvæn.sɪz
advanced	ədˈvænst
advancement	ədˈvæn.smənt
advancements	ədˈvæn.smənts
advancer	ədˈvæn.sɚ
advancers	ədˈvæn.sɚz
advances	ədˈvæn.səz|ədˈvæn.sɪz
advancing	ədˈvæn.sɪŋ
advani	ædˈvɑ.ni
advanta	ædˈvæn.tə|ədˈvæn.tə
advanta's	ædˈvæn.təz|ədˈvæn.təz
advantage	ædˈvæn.tɪdʒ
advantaged	ædˈvæn.tɪdʒd
advantageous	ˌæd.vənˈteɪ.dʒəs
advantages	ædˈvæn.tɪ.dʒɪz
advantest	ædˈvæn.təst
advection	ædˈvɛk.ʃən
advent	ˈædˌvɛnt
adventist	ˈædˌvɛn.tɪst
adventists	ˈædˌvɛn.tɪsts
adventure	ædˈvɛn.tʃɚ|ədˈvɛn.tʃɚ
adventurer	ædˈvɛn.tʃɚ.ɚ|ədˈvɛn.tʃɚ.ɚ
adventurers	ædˈvɛn.tʃɚ.ɚz|ədˈvɛn.tʃɚ.ɚz
adventures	ædˈvɛn.tʃɚz
adventuresome	ædˈvɛn.tʃɚ.səm
adventurism	ædˈvɛn.tʃɚˌɪ.zəm
adventurous	ædˈvɛn.tʃɚ.əs|ədˈvɛn.tʃɚ.əs
adverb	ˈæd.vɚb
adverbial	ædˈvɝ.bi.əl
adverbs	ˈæd.vɚbz
adversarial	ˌæd.vɚˈsɛɹ.i.əl
adversaries	ˈæd.vɚˌsɛ.ɹiz
adversary	ˈæd.vɚˌsɛ.ɹi
adverse	ædˈvɝs|ˈædˌvɝs|ədˈvɝs
adversely	ædˈvɝ.sli
adversity	ædˈvɝ.sɪˌti|ədˈvɝ.sɪ.ti
advert	ˈæd.vɚt
advertise	ˈæd.vɚˌtaɪz
advertised	ˈæd.vɚˌtaɪzd|ˌæd.vɚˈtaɪzd
advertisement	ædˈvɝ.təz.mənt|ˌæd.vɚˈtaɪz.mənt
advertisements	ˈæd.vɚˌtaɪz.mənts
advertiser	ˈæd.vɚˌtaɪ.zɚ
advertiser's	ˈæd.vɚˌtaɪ.zɚz
advertisers	ˈæd.vɚˌtaɪ.zɚz
advertisers'	ˈædˌvɝˌtaɪ.zɚz
advertises	ˈæd.vɚˌtaɪ.zɪz
advertising	ˈæd.vɚˌtaɪ.zɪŋ
advertising's	ˈæd.vɚˌtaɪ.zɪŋz
advertorial	ˌæd.vɚˈtɔ.ɹi.əl
advertorials	ˌæd.vɚˈtɔ.ɹi.əlz
advest	ˈæd.vɛst
advice	ædˈvaɪs|ədˈvaɪs
advil	ˈædˌvɪl
advil's	ˈædˌvɪlz
advisability	ˌædˌvaɪ.zəˈbɪl.ɪ.ti
advisable	ədˈvaɪ.zə.bəl
advise	ædˈvaɪz|ədˈvaɪz
advised	ædˈvaɪzd|ədˈvaɪzd
advisedly	ædˈvaɪ.zəd.li|ədˈvaɪ.zəd.li
advisement	ədˈvaɪz.mənt
adviser	ædˈvaɪ.zɚ
adviser's	ədˈvaɪ.zɚz
advisers	ædˈvaɪ.zɚz
advisers'	ˌædˈvaɪ.zɚz
advises	ædˈvaɪ.zɪz
advising	ædˈvaɪ.zɪŋ
advisor	ædˈvaɪ.zɚ
advisories	ədˈvaɪ.zɚ.iz
advisors	ædˈvaɪ.zɚz
advisory	ædˈvaɪ.zɚ.i
advo	ˈæd.voʊ
advocacy	ˈæd.və.kə.si
advocate	ˈæd.və.kət|ˈæd.vəˌkeɪt
advocate's	ˈæd.və.kəts
advocated	ˈæd.vəˌkeɪ.tɪd
advocates	ˈæd.və.kəts|ˈæd.vəˌkeɪts
advocating	ˈæd.vəˌkeɪ.tɪŋ
advocation	ˌæd.vəˈkeɪ.ʃən
adweek	ˈæd.wik
adwell	əˈdwɛl
adwords	ˈædˌwɝdz
ady	ˈeɪ.di
adz	ædz
ae	eɪ
aegean	ɪˈdʒi.ən
aegerter	ˈɛɡ.ɚ.tɚ
aegis	ˈi.dʒəs
aegon	ˈeɪ.ɡɑn
aeltus	ˈæl.təs
aeneas	ˈæn.i.əs
aeneid	əˈni.ɪd
aeolus	ˈɛ.oʊ.lʊs
aequitron	ˈeɪ.kwɪ.tɹɑn
aer	ɛɹ|ˈeɪˈiˈɑɹ
aerial	ˈɛɹ.i.əl
aerials	ˈɛɹ.i.əlz
aerie	ˈɛɹ.i
aerien	ˈɛɹ.i.ən
aeriens	ˈɛɹ.i.ənz
aeritalia	ˌɛ.ɹɪˈtæl.jə
aero	ˈɛɹ.oʊ
aerobatic	ˌɛ.ɹəˈbæt.ɪk
aerobatics	ˌɛ.ɹəˈbæt.ɪks
aerobic	ɛˈɹoʊ.bɪk
aerobically	ɛˈɹoʊ.bɪ.kli
aerobics	ɚˈoʊ.bɪks
aerodrome	ˈɛɹ.əˌdɹoʊm
aerodromes	ˈɛɹ.əˌdɹoʊmz
aerodynamic	ˌɛ.ɹoʊ.daɪˈnæm.ɪk
aerodynamically	ˌɛ.ɹoʊ.daɪˈnæm.ɪ.kli
aerodynamicist	ˌɛ.ɹoʊ.daɪˈnæm.ɪ.sɪst
aerodynamicists	ˌɛ.ɹoʊ.daɪˈnæm.ɪ.sɪsts
aerodynamics	ˌɛ.ɹoʊ.daɪˈnæm.ɪks
aerodyne	ˈɛɹ.əˌdaɪn
aerodyne's	ˈɛɹ.əˌdaɪnz
aeroflot	ˈɛɹ.oʊˌflɑt
aeroflot's	ˈɛɹ.oʊˌflɑts
aerogenosa	ˈɛɹ.ə.dʒəˌnoʊ.sə
aerojet	ˈɛɹ.oʊˌdʒɛt
aerojets	ˈɛɹ.oʊˌdʒɛts
aerolift	ˈɛɹ.oʊˌlɪft
aerolifts	ˈɛɹ.oʊˌlɪfts
aerolineas	ˌɛ.ɹoʊˈlɪn.i.əs
aeromar	ˈɛɹ.ə.mɑɹ|ˈɛɹ.oʊ.mɑɹ
aeromexico	ˌɛ.ɹoʊˈmɛk.sɪˌkoʊ
aeromexico's	ˌɛ.ɹoʊˈmɛk.sɪˌkoʊz
aeronautic	ˌɛ.ɹoʊˈnɑ.tək
